Volcano Number,Volcano Name,Eruption Number,Eruption Category,Start Year,Start Month,Start Day,End Year,End Month,End Day,Latitude,Longitude,,,,,,,,
223020,Nyamulagira,20942,Confirmed Eruption,2014,5,30,2016,5,14,-1.408,29.2,,,,,,,,
284141,Ahyi,20936,Confirmed Eruption,2014,4,24,2014,5,17,20.42,145.03,,,,,,,,
263300,Semeru,22221,Confirmed Eruption,2014,4,1,2021,12,9,-8.108,112.922,,,,,,,,
262000,Krakatau,20932,Confirmed Eruption,2014,3,31,2014,3,31,-6.102,105.423,,,,,,,,
251030,Karkar,20910,Confirmed Eruption,2014,3,26,2014,3,27,-4.649,145.964,,,,,,,,
263250,Merapi,20892,Confirmed Eruption,2014,3,9,2014,4,20,-7.54,110.446,,,,,,,,
263180,Slamet,20933,Confirmed Eruption,2014,3,8,2014,9,17,-7.242,109.208,,,,,,,,
263280,Kelud,20934,Confirmed Eruption,2014,2,13,2014,2,15,-7.935,112.314,,,,,,,,
267020,Karangetang,20913,Confirmed Eruption,2014,2,9,2014,2,9,2.781,125.407,,,,,,,,
344020,San Cristobal,20941,Confirmed Eruption,2014,2,4,2014,4,11,12.702,-87.004,,,,,,,,
261140,Marapi,20931,Confirmed Eruption,2014,2,3,2014,2,26,-0.38,100.474,,,,,,,,
255060,Kavachi,20920,Confirmed Eruption,2014,1,29,2014,1,29,-8.991,157.979,,,,,,,,
311360,Shishaldin,20937,Confirmed Eruption,2014,1,28,2015,10,16,54.756,-163.97,,,,,,,,
282110,Asosan,20935,Confirmed Eruption,2014,1,13,2014,2,19,32.884,131.104,,,,,,,,
343100,San Miguel,20906,Confirmed Eruption,2013,12,29,2014,7,28,13.434,-88.269,,,,,,,,
284096,Nishinoshima,20916,Confirmed Eruption,2013,11,20,2015,11,17,27.247,140.874,,,,,,,,
263250,Merapi,20842,Confirmed Eruption,2013,11,18,2013,11,18,-7.54,110.446,,,,,,,,
300120,Zhupanovsky,20907,Confirmed Eruption,2013,10,23,2013,10,26,53.589,159.15,,,,,,,,
260010,Barren Island,20918,Confirmed Eruption,2013,10,12,2016,5,17,12.278,93.858,,,,,,,,
263090,Tangkuban Parahu,20987,Confirmed Eruption,2013,10,5,2013,10,5,-6.77,107.6,,,,,,,,
221020,Zubair Group,21068,Confirmed Eruption,2013,9,28,2013,11,20,15.05,42.18,,,,,,,,
344040,Telica,22195,Confirmed Eruption,2013,9,25,2013,9,25,12.606,-86.84,,,,,,,,
261080,Sinabung,20818,Confirmed Eruption,2013,9,15,2018,8,30,3.17,98.392,,,,,,,,
211060,Etna,20841,Confirmed Eruption,2013,9,3,2021,12,9,37.748,14.999,,,,,,,,
354020,Ubinas,20832,Confirmed Eruption,2013,9,1,2016,2,27,-16.355,-70.903,,,,,,,,
264250,Iliwerung,20912,Confirmed Eruption,2013,8,20,2013,8,20,-8.532,123.573,,,,,,,,
300260,Klyuchevskoy,20786,Confirmed Eruption,2013,8,15,2013,12,20,56.056,160.642,,,,,,,,
357120,Villarrica,20838,Confirmed Eruption,2013,7,25,2013,7,29,-39.42,-71.93,,,,,,,,
252120,Ulawun,20835,Confirmed Eruption,2013,7,8,2013,12,21,-5.05,151.33,,,,,,,,
263340,Raung,22378,Confirmed Eruption,2013,6,29,2013,7,31,-8.119,114.056,,,,,,,,
312070,Veniaminof,20836,Confirmed Eruption,2013,6,13,2013,10,12,56.17,-159.38,,,,,,,,
290260,Chirinkotan,20757,Confirmed Eruption,2013,6,11,2014,6,1,48.98,153.48,,,,,,,,
344020,San Cristobal,20817,Confirmed Eruption,2013,6,7,2013,6,7,12.702,-87.004,,,,,,,,
263300,Semeru,22220,Confirmed Eruption,2013,6,4,2013,11,29,-8.108,112.922,,,,,,,,
282060,Kikai,20781,Confirmed Eruption,2013,6,4,2013,6,4,30.793,130.305,,,,,,,,
261170,Kerinci,22216,Confirmed Eruption,2013,6,2,2013,6,2,-1.697,101.264,,,,,,,,
345070,Turrialba,20831,Confirmed Eruption,2013,5,21,2013,6,4,10.025,-83.767,,,,,,,,
312030,Pavlof,20807,Confirmed Eruption,2013,5,13,2013,6,26,55.417,-161.894,,,,,,,,
273030,Mayon,20798,Confirmed Eruption,2013,5,7,2013,5,7,13.257,123.685,,,,,,,,
355100,Lascar,20789,Confirmed Eruption,2013,4,2,2013,11,20,-23.37,-67.73,,,,,,,,
342110,Pacaya,20802,Confirmed Eruption,2013,3,5,2014,4,10,14.382,-90.601,,,,,,,,
263090,Tangkuban Parahu,20822,Confirmed Eruption,2013,2,21,2013,3,6,-6.77,107.6,,,,,,,,
260010,Barren Island,20754,Confirmed Eruption,2013,2,16,2013,2,16,12.278,93.858,,,,,,,,
290070,Etorofu-Yakeyama [Grozny Group],20762,Confirmed Eruption,2013,2,16,2013,4,4,45.012,147.871,,,,,,,,
284305,Mariana Back-Arc Segment at 15.5°N,21102,Confirmed Eruption,2013,2,13,2015,12,1,15.406,144.506,,,,,,,,
251030,Karkar,20779,Confirmed Eruption,2013,1,29,2013,2,26,-4.649,145.964,,,,,,,,
352090,Sangay,22235,Confirmed Eruption,2013,1,25,2013,5,24,-2.005,-78.341,,,,,,,,
252140,Rabaul,20811,Confirmed Eruption,2013,1,19,2014,3,11,-4.271,152.203,,,,,,,,
341040,Colima,20759,Confirmed Eruption,2013,1,6,2017,3,7,19.514,-103.62,,,,,,,,
344020,San Cristobal,20816,Confirmed Eruption,2012,12,26,2012,12,28,12.702,-87.004,,,,,,,,
357090,Copahue,20760,Confirmed Eruption,2012,12,22,2013,12,10,-37.856,-71.183,,,,,,,,
252010,Langila,20788,Confirmed Eruption,2012,12,1,2012,12,5,-5.525,148.42,,,,,,,,
300240,Tolbachik,20825,Confirmed Eruption,2012,11,27,2013,9,5,55.832,160.326,,,,,,,,
241080,Tongariro,20827,Confirmed Eruption,2012,11,21,2012,11,21,-39.157,175.632,,,,,,,,
290150,Chirpoi,20756,Confirmed Eruption,2012,11,11,2016,10,18,46.532,150.871,,,,,,,,
252120,Ulawun,20834,Confirmed Eruption,2012,11,6,2012,12,11,-5.05,151.33,,,,,,,,
284170,Pagan,20804,Confirmed Eruption,2012,10,30,2012,12,11,18.13,145.8,,,,,,,,
345020,Rincon de la Vieja,22161,Confirmed Eruption,2012,10,17,2012,10,17,10.83,-85.324,,,,,,,,
263340,Raung,22377,Confirmed Eruption,2012,10,16,2013,1,6,-8.119,114.056,,,,,,,,
264150,Paluweh,20806,Confirmed Eruption,2012,10,8,2013,10,31,-8.32,121.708,,,,,,,,
290390,Alaid,20750,Confirmed Eruption,2012,10,5,2012,12,12,50.861,155.565,,,,,,,,
261140,Marapi,20797,Confirmed Eruption,2012,9,26,2012,9,26,-0.38,100.474,,,,,,,,
268060,Gamalama,20766,Confirmed Eruption,2012,9,15,2012,9,17,0.8,127.33,,,,,,,,
266100,Lokon-Empung,20794,Confirmed Eruption,2012,9,15,2013,9,9,1.358,124.792,,,,,,,,
344020,San Cristobal,20815,Confirmed Eruption,2012,9,8,2012,9,15,12.702,-87.004,,,,,,,,
234010,Heard,20768,Confirmed Eruption,2012,9,5,2021,12,9,-53.106,73.513,,,,,,,,
300260,Klyuchevskoy,20785,Confirmed Eruption,2012,9,1,2013,1,28,56.056,160.642,,,,,,,,
266030,Soputan,20821,Confirmed Eruption,2012,8,26,2012,9,19,1.112,124.737,,,,,,,,
290070,Etorofu-Yakeyama [Grozny Group],20761,Confirmed Eruption,2012,8,16,2012,8,25,45.012,147.871,,,,,,,,
241040,Whakaari/White Island,20839,Confirmed Eruption,2012,8,7,2013,10,11,-37.52,177.18,,,,,,,,
241080,Tongariro,20826,Confirmed Eruption,2012,8,6,2012,8,7,-39.157,175.632,,,,,,,,
242050,Monowai,20799,Confirmed Eruption,2012,8,3,2012,8,4,-25.887,-177.188,,,,,,,,
242005,Havre Seamount,20748,Confirmed Eruption,2012,7,17,2012,7,19,-31.08,-179.033,,,,,,,,
267020,Karangetang,20776,Confirmed Eruption,2012,5,14,2013,9,5,2.781,125.407,,,,,,,,
351080,Galeras,20764,Confirmed Eruption,2012,5,13,2014,1,30,1.22,-77.37,,,,,,,,
264270,Sirung,20819,Confirmed Eruption,2012,5,8,2012,5,12,-8.508,124.13,,,,,,,,
252120,Ulawun,20833,Confirmed Eruption,2012,5,7,2012,5,31,-5.05,151.33,,,,,,,,
252080,Witori,20805,Confirmed Eruption,2012,5,3,2012,7,11,-5.576,150.516,,,,,,,,
344100,Masaya,22143,Confirmed Eruption,2012,4,30,2012,6,8,11.985,-86.165,,,,,,,,
261140,Marapi,20796,Confirmed Eruption,2012,3,1,2012,5,18,-0.38,100.474,,,,,,,,
351020,"Ruiz, Nevado del",20814,Confirmed Eruption,2012,2,22,2013,7,12,4.892,-75.324,,,,,,,,
345020,Rincon de la Vieja,20813,Confirmed Eruption,2012,2,19,2012,4,14,10.83,-85.324,,,,,,,,
311110,Kanaga,20774,Confirmed Eruption,2012,2,18,2012,2,18,51.923,-177.168,,,,,,,,
284120,Ioto,20772,Confirmed Eruption,2012,2,10,2012,5,2,24.751,141.289,,,,,,,,
251030,Karkar,20778,Confirmed Eruption,2012,2,1,2012,2,1,-4.649,145.964,,,,,,,,
345070,Turrialba,20830,Confirmed Eruption,2012,1,12,2012,1,18,10.025,-83.767,,,,,,,,
264230,Lewotolok,20791,Confirmed Eruption,2012,1,2,2012,1,14,-8.274,123.508,,,,,,,,
221020,Zubair Group,20840,Confirmed Eruption,2011,12,18,2012,1,12,15.05,42.18,,,,,,,,
261170,Kerinci,22217,Confirmed Eruption,2011,12,15,2011,12,15,-1.697,101.264,,,,,,,,
268060,Gamalama,20765,Confirmed Eruption,2011,12,5,2011,12,23,0.8,127.33,,,,,,,,
352080,Tungurahua,22215,Confirmed Eruption,2011,11,27,2016,3,16,-1.467,-78.442,,,,,,,,
223020,Nyamulagira,20801,Confirmed Eruption,2011,11,6,2012,3,16,-1.408,29.2,,,,,,,,
358057,"Hudson, Cerro",20770,Confirmed Eruption,2011,10,26,2011,11,1,-45.9,-72.97,,,,,,,,
383020,Hierro,20769,Confirmed Eruption,2011,10,10,2012,3,5,27.73,-18.03,,,,,,,,
257020,Gaua,20938,Confirmed Eruption,2011,9,17,2011,10,10,-14.27,167.5,,,,,,,,
345020,Rincon de la Vieja,20812,Confirmed Eruption,2011,8,22,2011,9,27,10.83,-85.324,,,,,,,,
344020,San Cristobal,10898,Confirmed Eruption,2011,8,21,2011,10,23,12.702,-87.004,,,,,,,,
261140,Marapi,20795,Confirmed Eruption,2011,8,3,2011,10,12,-0.38,100.474,,,,,,,,
262000,Krakatau,20787,Confirmed Eruption,2011,7,31,2012,9,9,-6.102,105.423,,,,,,,,
311240,Cleveland,20758,Confirmed Eruption,2011,7,19,2015,8,18,52.825,-169.944,,,,,,,,
266030,Soputan,20820,Confirmed Eruption,2011,7,3,2011,8,15,1.112,124.737,,,,,,,,
266100,Lokon-Empung,20793,Confirmed Eruption,2011,6,26,2012,5,1,1.358,124.792,,,,,,,,
222120,"Lengai, Ol Doinyo",20790,Confirmed Eruption,2011,6,22,2014,7,15,-2.764,35.914,,,,,,,,
221101,Nabro,20800,Confirmed Eruption,2011,6,13,2012,6,3,13.37,41.7,,,,,,,,
352090,Sangay,22234,Confirmed Eruption,2011,6,6,2012,9,19,-2.005,-78.341,,,,,,,,
357150,Puyehue-Cordon Caulle,20809,Confirmed Eruption,2011,6,4,2012,4,21,-40.59,-72.117,,,,,,,,
257030,Ambae,20752,Confirmed Eruption,2011,6,4,2011,7,10,-15.389,167.835,,,,,,,,
373010,Grimsvotn,20767,Confirmed Eruption,2011,5,21,2011,5,28,64.416,-17.316,,,,,,,,
282110,Asosan,20753,Confirmed Eruption,2011,5,15,2011,6,9,32.884,131.104,,,,,,,,
263300,Semeru,22219,Confirmed Eruption,2011,5,13,2012,7,20,-8.108,112.922,,,,,,,,
284170,Pagan,20803,Confirmed Eruption,2011,4,23,2011,9,1,18.13,145.8,,,,,,,,
352080,Tungurahua,22214,Confirmed Eruption,2011,4,20,2011,5,26,-1.467,-78.442,,,,,,,,
331021,Axial Seamount,20921,Confirmed Eruption,2011,4,6,2011,4,12,45.95,-130,,,,,,,,
300260,Klyuchevskoy,20783,Confirmed Eruption,2011,3,30,2011,7,3,56.056,160.642,,,,,,,,
252140,Rabaul,20810,Confirmed Eruption,2011,3,29,2011,8,12,-4.271,152.203,,,,,,,,
267020,Karangetang,20775,Confirmed Eruption,2011,3,11,2011,8,13,2.781,125.407,,,,,,,,
344040,Telica,20823,Confirmed Eruption,2011,3,7,2011,6,14,12.606,-86.84,,,,,,,,
266100,Lokon-Empung,20792,Confirmed Eruption,2011,2,22,2011,2,22,1.358,124.792,,,,,,,,
357040,Planchon-Peteroa,20808,Confirmed Eruption,2011,2,17,2011,6,26,-35.223,-70.568,,,,,,,,
282090,Kirishimayama,20782,Confirmed Eruption,2011,1,19,2011,9,7,31.934,130.862,,,,,,,,
345070,Turrialba,20829,Confirmed Eruption,2011,1,14,2011,1,14,10.025,-83.767,,,,,,,,
221041,Dallol,20939,Confirmed Eruption,2011,1,4,2011,1,4,14.242,40.3,,,,,,,,
263310,Tengger Caldera,16064,Confirmed Eruption,2010,11,26,2011,6,13,-7.942,112.95,,,,,,,,
352080,Tungurahua,11645,Confirmed Eruption,2010,11,22,2011,1,2,-1.467,-78.442,,,,,,,,
300230,Kizimen,19264,Confirmed Eruption,2010,11,11,2013,9,13,55.131,160.32,,,,,,,,
273010,Bulusan,16772,Confirmed Eruption,2010,11,6,2011,5,13,12.769,124.056,,,,,,,,
263250,Merapi,15925,Confirmed Eruption,2010,10,26,2012,7,15,-7.54,110.446,,,,,,,,
262000,Krakatau,15634,Confirmed Eruption,2010,10,25,2011,3,9,-6.102,105.423,,,,,,,,
233020,"Fournaise, Piton de la",14392,Confirmed Eruption,2010,10,14,2010,12,10,-21.244,55.708,,,,,,,,
260010,Barren Island,15388,Confirmed Eruption,2010,9,17,2011,6,22,12.278,93.858,,,,,,,,
357040,Planchon-Peteroa,11947,Confirmed Eruption,2010,9,6,2010,10,13,-35.223,-70.568,,,,,,,,
261080,Sinabung,15404,Confirmed Eruption,2010,8,27,2010,9,18,3.17,98.392,,,,,,,,
211060,Etna,13854,Confirmed Eruption,2010,8,25,2013,4,27,37.748,14.999,,,,,,,,
351080,Galeras,11381,Confirmed Eruption,2010,8,25,2010,8,25,1.22,-77.37,,,,,,,,
251020,Manam,14935,Confirmed Eruption,2010,8,10,2013,12,15,-4.08,145.037,,,,,,,,
267020,Karangetang,16544,Confirmed Eruption,2010,8,6,2010,12,16,2.781,125.407,,,,,,,,
252140,Rabaul,15101,Confirmed Eruption,2010,7,23,2010,7,25,-4.271,152.203,,,,,,,,
290380,Ebeko,18879,Confirmed Eruption,2010,7,2,2010,7,9,50.686,156.014,,,,,,,,
290270,Ekarma,18833,Confirmed Eruption,2010,6,30,2010,8,10,48.958,153.93,,,,,,,,
344020,San Cristobal,10897,Confirmed Eruption,2010,6,9,2011,1,13,12.702,-87.004,,,,,,,,
300070,Gorely,19026,Confirmed Eruption,2010,6,6,2010,6,22,52.559,158.03,,,,,,,,
311240,Cleveland,19819,Confirmed Eruption,2010,5,30,2010,6,2,52.825,-169.944,,,,,,,,
284193,South Sarigan Seamount,18529,Confirmed Eruption,2010,5,27,2010,5,29,16.58,145.78,,,,,,,,
252120,Ulawun,15077,Confirmed Eruption,2010,5,26,2011,5,27,-5.05,151.33,,,,,,,,
300250,Bezymianny,19388,Confirmed Eruption,2010,5,21,2021,12,9,55.972,160.595,,,,,,,,
284170,Pagan,18524,Confirmed Eruption,2010,5,3,2010,8,11,18.13,145.8,,,,,,,,
284040,Miyakejima,18282,Confirmed Eruption,2010,4,11,2010,7,21,34.094,139.526,,,,,,,,
211060,Etna,13853,Confirmed Eruption,2010,4,8,2010,4,8,37.748,14.999,,,,,,,,
282090,Kirishimayama,17165,Confirmed Eruption,2010,3,30,2010,7,10,31.934,130.862,,,,,,,,
372020,Eyjafjallajokull,12563,Confirmed Eruption,2010,3,20,2010,6,23,63.633,-19.633,,,,,,,,
284130,Fukutoku-Oka-no-Ba,18469,Confirmed Eruption,2010,2,3,2010,4,8,24.285,141.481,,,,,,,,
263300,Semeru,22218,Confirmed Eruption,2010,1,5,2010,11,29,-8.108,112.922,,,,,,,,
345070,Turrialba,11247,Confirmed Eruption,2010,1,5,2010,3,7,10.025,-83.767,,,,,,,,
223020,Nyamulagira,14085,Confirmed Eruption,2010,1,2,2010,1,29,-1.408,29.2,,,,,,,,
352080,Tungurahua,11644,Confirmed Eruption,2010,1,1,2010,7,29,-1.467,-78.442,,,,,,,,
300250,Bezymianny,19387,Confirmed Eruption,2009,12,17,2010,2,16,55.972,160.595,,,,,,,,
344120,Concepcion,11080,Confirmed Eruption,2009,12,11,2011,3,12,11.538,-85.622,,,,,,,,
357120,Villarrica,12184,Confirmed Eruption,2009,11,22,2012,4,20,-39.42,-71.93,,,,,,,,
345040,Poas,11193,Confirmed Eruption,2009,11,16,2014,10,13,10.2,-84.233,,,,,,,,
233020,"Fournaise, Piton de la",14391,Confirmed Eruption,2009,11,5,2010,1,12,-21.244,55.708,,,,,,,,
311240,Cleveland,19828,Confirmed Eruption,2009,10,2,2009,12,12,52.825,-169.944,,,,,,,,
257020,Gaua,15231,Confirmed Eruption,2009,9,27,2010,6,19,-14.27,167.5,,,,,,,,
263200,Dieng Volcanic Complex,15793,Confirmed Eruption,2009,9,27,2009,9,27,-7.2,109.879,,,,,,,,
252010,Langila,15003,Confirmed Eruption,2009,9,16,2010,2,16,-5.525,148.42,,,,,,,,
273030,Mayon,16819,Confirmed Eruption,2009,9,15,2010,1,1,13.257,123.685,,,,,,,,
344020,San Cristobal,10896,Confirmed Eruption,2009,9,6,2009,12,26,12.702,-87.004,,,,,,,,
300260,Klyuchevskoy,19485,Confirmed Eruption,2009,8,1,2010,12,20,56.056,160.642,,,,,,,,
221115,Manda Hararo,13944,Confirmed Eruption,2009,6,28,2009,7,1,12.17,40.82,,,,,,,,
311240,Cleveland,19827,Confirmed Eruption,2009,6,25,2009,6,25,52.825,-169.944,,,,,,,,
290240,Sarychev Peak,18819,Confirmed Eruption,2009,6,11,2009,7,16,48.092,153.2,,,,,,,,
242050,Monowai,22197,Confirmed Eruption,2009,5,4,2009,12,16,-25.887,-177.188,,,,,,,,
264030,Rinjani,16227,Confirmed Eruption,2009,5,2,2010,5,23,-8.42,116.47,,,,,,,,
263180,Slamet,15765,Confirmed Eruption,2009,4,21,2009,6,22,-7.242,109.208,,,,,,,,
353010,Fernandina,11677,Confirmed Eruption,2009,4,10,2009,4,28,-0.37,-91.55,,,,,,,,
284040,Miyakejima,18281,Confirmed Eruption,2009,4,1,2009,4,1,34.094,139.526,,,,,,,,
261170,Kerinci,15533,Confirmed Eruption,2009,4,1,2009,6,19,-1.697,101.264,,,,,,,,
262000,Krakatau,15633,Confirmed Eruption,2009,3,25,2009,9,16,-6.102,105.423,,,,,,,,
243040,Hunga Tonga-Hunga Ha'apai,14733,Confirmed Eruption,2009,3,17,2009,3,22,-20.536,-175.382,,,,,,,,
313030,Redoubt,20391,Confirmed Eruption,2009,3,15,2009,7,1,60.485,-152.742,,,,,,,,
290380,Ebeko,18878,Confirmed Eruption,2009,2,11,2009,7,13,50.686,156.014,,,,,,,,
357120,Villarrica,12183,Confirmed Eruption,2009,1,29,2009,3,24,-39.42,-71.93,,,,,,,,
283110,Asamayama,17812,Confirmed Eruption,2009,1,21,2009,5,2,36.406,138.523,,,,,,,,
263200,Dieng Volcanic Complex,15792,Confirmed Eruption,2009,1,15,2009,1,15,-7.2,109.879,,,,,,,,
345040,Poas,11192,Confirmed Eruption,2009,1,12,2009,3,21,10.2,-84.233,,,,,,,,
311240,Cleveland,19826,Confirmed Eruption,2009,1,2,2009,1,21,52.825,-169.944,,,,,,,,
261230,Dempo,15575,Confirmed Eruption,2009,1,1,2009,1,1,-4.016,103.121,,,,,,,,
300090,Koryaksky,19045,Confirmed Eruption,2008,12,23,2009,8,27,53.321,158.712,,,,,,,,
267020,Karangetang,16543,Confirmed Eruption,2008,11,29,2010,3,24,2.781,125.407,,,,,,,,
344020,San Cristobal,10895,Confirmed Eruption,2008,11,21,2008,11,21,12.702,-87.004,,,,,,,,
285070,Akan,18707,Confirmed Eruption,2008,11,18,2008,11,28,43.384,144.013,,,,,,,,
243120,Tafu-Maka,14799,Confirmed Eruption,2008,11,16,2008,11,16,-15.37,-174.23,,,,,,,,
243130,West Mata,14800,Confirmed Eruption,2008,11,16,2009,5,16,-15.1,-173.75,,,,,,,,
221060,Alu-Dalafilla,13927,Confirmed Eruption,2008,11,3,2008,12,16,13.793,40.553,,,,,,,,
351050,"Huila, Nevado del",11314,Confirmed Eruption,2008,10,26,2012,1,14,2.93,-76.03,,,,,,,,
357120,Villarrica,12182,Confirmed Eruption,2008,10,26,,,,-39.42,-71.93,,,,,,,,
351080,Galeras,11380,Confirmed Eruption,2008,10,21,2010,1,2,1.22,-77.37,,,,,,,,
300260,Klyuchevskoy,19484,Confirmed Eruption,2008,10,8,2009,4,16,56.056,160.642,,,,,,,,
233020,"Fournaise, Piton de la",14390,Confirmed Eruption,2008,9,21,2009,2,4,-21.244,55.708,,,,,,,,
256010,Tinakula,15210,Confirmed Eruption,2008,9,19,2008,11,29,-10.386,165.804,,,,,,,,
282090,Kirishimayama,17163,Confirmed Eruption,2008,8,22,2008,8,22,31.934,130.862,,,,,,,,
273030,Mayon,16818,Confirmed Eruption,2008,8,10,2008,8,10,13.257,123.685,,,,,,,,
283110,Asamayama,17811,Confirmed Eruption,2008,8,10,2008,8,14,36.406,138.523,,,,,,,,
311130,Kasatochi,19745,Confirmed Eruption,2008,8,7,2008,8,9,52.177,-175.508,,,,,,,,
344120,Concepcion,11077,Confirmed Eruption,2008,7,30,2008,7,30,11.538,-85.622,,,,,,,,
290360,Chikurachki,18860,Confirmed Eruption,2008,7,29,2008,8,8,50.324,155.461,,,,,,,,
352010,Reventador,11449,Confirmed Eruption,2008,7,27,2021,12,9,-0.077,-77.656,,,,,,,,
252070,Krummel-Garbuna-Welcker,15009,Confirmed Eruption,2008,7,13,2008,10,4,-5.416,150.027,,,,,,,,
311290,Okmok,19852,Confirmed Eruption,2008,7,12,2008,8,19,53.43,-168.13,,,,,,,,
300250,Bezymianny,19386,Confirmed Eruption,2008,7,11,2008,8,23,55.972,160.595,,,,,,,,
344040,Telica,10943,Confirmed Eruption,2008,7,5,2008,7,5,12.606,-86.84,,,,,,,,
241130,Rumble III,14676,Confirmed Eruption,2008,7,2,,,,-35.745,178.478,,,,,,,,
344020,San Cristobal,10894,Confirmed Eruption,2008,6,22,2008,8,5,12.702,-87.004,,,,,,,,
263340,Raung,16166,Confirmed Eruption,2008,6,12,2008,6,17,-8.119,114.056,,,,,,,,
266030,Soputan,16439,Confirmed Eruption,2008,6,6,2008,11,2,1.112,124.737,,,,,,,,
353060,"Azul, Cerro",11720,Confirmed Eruption,2008,5,29,2008,6,17,-0.92,-91.408,,,,,,,,
257040,Ambrym,15297,Confirmed Eruption,2008,5,23,2018,12,17,-16.25,168.12,,,,,,,,
260010,Barren Island,15387,Confirmed Eruption,2008,5,13,2010,4,19,12.278,93.858,,,,,,,,
211060,Etna,13852,Confirmed Eruption,2008,5,13,2009,7,4,37.748,14.999,,,,,,,,
284040,Miyakejima,18280,Confirmed Eruption,2008,5,8,2008,5,8,34.094,139.526,,,,,,,,
358041,Chaiten,12271,Confirmed Eruption,2008,5,2,2011,5,31,-42.833,-72.646,,,,,,,,
344100,Masaya,11042,Confirmed Eruption,2008,4,29,2008,12,17,11.985,-86.165,,,,,,,,
264160,Egon,16278,Confirmed Eruption,2008,4,15,2008,4,28,-8.676,122.455,,,,,,,,
268030,Ibu,16582,Confirmed Eruption,2008,4,5,2021,12,9,1.488,127.63,,,,,,,,
261170,Kerinci,15532,Confirmed Eruption,2008,3,24,,,,-1.697,101.264,,,,,,,,
252070,Krummel-Garbuna-Welcker,15008,Confirmed Eruption,2008,3,11,2008,3,13,-5.416,150.027,,,,,,,,
312070,Veniaminof,20178,Confirmed Eruption,2008,2,22,2008,3,1,56.17,-159.38,,,,,,,,
282110,Asosan,17351,Confirmed Eruption,2008,2,17,2008,2,17,32.884,131.104,,,,,,,,
242050,Monowai,14723,Confirmed Eruption,2008,2,8,2008,2,8,-25.887,-177.188,,,,,,,,
345040,Poas,11191,Confirmed Eruption,2008,1,13,2008,1,13,10.2,-84.233,,,,,,,,
284040,Miyakejima,18279,Confirmed Eruption,2008,1,7,2008,1,7,34.094,139.526,,,,,,,,
351050,"Huila, Nevado del",11313,Confirmed Eruption,2008,1,2,2008,4,16,2.93,-76.03,,,,,,,,
357110,Llaima,12077,Confirmed Eruption,2008,1,1,2009,6,12,-38.692,-71.729,,,,,,,,
261160,Talang,15499,Confirmed Eruption,2007,11,27,2007,12,16,-0.979,100.681,,,,,,,,
284200,Anatahan,18538,Confirmed Eruption,2007,11,27,2008,8,9,16.35,145.67,,,,,,,,
344120,Concepcion,11076,Confirmed Eruption,2007,11,24,2007,12,20,11.538,-85.622,,,,,,,,
344020,San Cristobal,10893,Confirmed Eruption,2007,11,8,,,,12.702,-87.004,,,,,,,,
344040,Telica,10942,Confirmed Eruption,2007,10,28,2008,2,18,12.606,-86.84,,,,,,,,
262000,Krakatau,15626,Confirmed Eruption,2007,10,23,2008,8,30,-6.102,105.423,,,,,,,,
263280,Kelud,15958,Confirmed Eruption,2007,10,16,2008,4,16,-7.935,112.314,,,,,,,,
351080,Galeras,11379,Confirmed Eruption,2007,10,4,2008,1,17,1.22,-77.37,,,,,,,,
221010,"Tair, Jebel at",13923,Confirmed Eruption,2007,9,30,2008,6,16,15.55,41.83,,,,,,,,
241100,Ruapehu,14669,Confirmed Eruption,2007,9,25,2007,9,25,-39.28,175.57,,,,,,,,
261170,Kerinci,15531,Confirmed Eruption,2007,9,9,2007,9,9,-1.697,101.264,,,,,,,,
252080,Witori,15029,Confirmed Eruption,2007,8,28,2007,8,28,-5.576,150.516,,,,,,,,
290360,Chikurachki,18859,Confirmed Eruption,2007,8,19,2007,11,1,50.324,155.461,,,,,,,,
312030,Pavlof,20153,Confirmed Eruption,2007,8,15,2007,9,13,55.417,-161.894,,,,,,,,
221115,Manda Hararo,13943,Confirmed Eruption,2007,8,12,2007,8,14,12.17,40.82,,,,,,,,
263340,Raung,16165,Confirmed Eruption,2007,7,26,2007,8,26,-8.119,114.056,,,,,,,,
268040,Gamkonora,16595,Confirmed Eruption,2007,7,8,2007,7,16,1.38,127.53,,,,,,,,
311240,Cleveland,19825,Confirmed Eruption,2007,6,17,2008,8,12,52.825,-169.944,,,,,,,,
266030,Soputan,16438,Confirmed Eruption,2007,6,16,2007,11,9,1.112,124.737,,,,,,,,
222120,"Lengai, Ol Doinyo",13828,Confirmed Eruption,2007,6,16,2010,10,9,-2.764,35.914,,,,,,,,
357110,Llaima,12076,Confirmed Eruption,2007,5,26,2007,8,8,-38.692,-71.729,,,,,,,,
251070,Ritter Island,14977,Confirmed Eruption,2007,5,19,2007,5,21,-5.519,148.115,,,,,,,,
300250,Bezymianny,19385,Confirmed Eruption,2007,5,10,2007,12,24,55.972,160.595,,,,,,,,
252120,Ulawun,15075,Confirmed Eruption,2007,5,1,2007,5,1,-5.05,151.33,,,,,,,,
257050,Lopevi,15322,Confirmed Eruption,2007,4,21,2007,5,14,-16.507,168.346,,,,,,,,
255060,Kavachi,15180,Confirmed Eruption,2007,4,2,2007,4,6,-8.991,157.979,,,,,,,,
283040,Ontakesan,20962,Confirmed Eruption,2007,3,24,,,,35.893,137.48,,,,,,,,
211060,Etna,13849,Confirmed Eruption,2007,3,19,2008,5,16,37.748,14.999,,,,,,,,
